temperature,city,pression,date
284.11, Nantes,1030,2024-12-24 12:26:03
269.58, Grenoble,1026,2024-12-24 12:26:03
281.54, Marseille,1019,2024-12-24 12:26:03
277.4, Lyon,1029,2024-12-24 12:26:03
264.56,Montreal,1023,2024-12-24 12:26:03
272.47,New York,1027,2024-12-24 12:26:03
305.19,Conakry,1012,2024-12-24 12:26:03
297.22,Dakar,1014,2024-12-24 12:26:03
283.14,Toulouse,1029,2024-12-24 12:25:45
284.11, Nantes,1030,2024-12-24 12:25:45
269.58, Grenoble,1026,2024-12-24 12:25:45
281.54, Marseille,1019,2024-12-24 12:25:45
277.4, Lyon,1029,2024-12-24 12:25:45
264.56,Montreal,1023,2024-12-24 12:25:45
272.47,New York,1027,2024-12-24 12:25:45
305.19,Conakry,1012,2024-12-24 12:25:45
297.22,Dakar,1014,2024-12-24 12:25:45
283.14,Toulouse,1029,2024-12-24 12:25:03
284.11, Nantes,1030,2024-12-24 12:25:03
269.58, Grenoble,1026,2024-12-24 12:25:03
281.54, Marseille,1019,2024-12-24 12:25:03
277.4, Lyon,1029,2024-12-24 12:25:03
264.56,Montreal,1023,2024-12-24 12:25:03
272.47,New York,1027,2024-12-24 12:25:03
305.19,Conakry,1012,2024-12-24 12:25:03
297.22,Dakar,1014,2024-12-24 12:25:03
283.14,Toulouse,1029,2024-12-24 12:24:03
284.11, Nantes,1030,2024-12-24 12:24:03
269.58, Grenoble,1026,2024-12-24 12:24:03
281.54, Marseille,1019,2024-12-24 12:24:03
277.4, Lyon,1029,2024-12-24 12:24:03
264.56,Montreal,1023,2024-12-24 12:24:03
272.47,New York,1027,2024-12-24 12:24:03
305.19,Conakry,1012,2024-12-24 12:24:03
297.22,Dakar,1014,2024-12-24 12:24:03
283.14,Toulouse,1029,2024-12-24 12:23:03
284.11, Nantes,1030,2024-12-24 12:23:03
269.58, Grenoble,1026,2024-12-24 12:23:03
281.54, Marseille,1019,2024-12-24 12:23:03
277.4, Lyon,1029,2024-12-24 12:23:03
264.56,Montreal,1023,2024-12-24 12:23:03
272.47,New York,1027,2024-12-24 12:23:03
305.19,Conakry,1012,2024-12-24 12:23:03
297.22,Dakar,1014,2024-12-24 12:23:03
283.14,Toulouse,1029,2024-12-24 12:22:10
284.11, Nantes,1030,2024-12-24 12:22:10
269.58, Grenoble,1026,2024-12-24 12:22:10
281.54, Marseille,1019,2024-12-24 12:22:10
277.4, Lyon,1029,2024-12-24 12:22:10
264.56,Montreal,1023,2024-12-24 12:22:10
272.47,New York,1027,2024-12-24 12:22:10
305.19,Conakry,1012,2024-12-24 12:22:10
297.22,Dakar,1014,2024-12-24 12:22:10
282.14,Toulouse,1029,2024-12-24 12:21:04
284.11, Nantes,1030,2024-12-24 12:21:04
270.13, Grenoble,1026,2024-12-24 12:21:04
281.42, Marseille,1019,2024-12-24 12:21:04
276.96, Lyon,1029,2024-12-24 12:21:04
264.61,Montreal,1023,2024-12-24 12:21:04
272.43,New York,1027,2024-12-24 12:21:04
300.74,Conakry,1012,2024-12-24 12:21:04
295.85,Dakar,1014,2024-12-24 12:21:04
282.14,Toulouse,1029,2024-12-24 12:20:03
284.11, Nantes,1030,2024-12-24 12:20:03
270.13, Grenoble,1026,2024-12-24 12:20:03
281.42, Marseille,1019,2024-12-24 12:20:03
276.96, Lyon,1029,2024-12-24 12:20:03
264.68,Montreal,1023,2024-12-24 12:20:03
272.43,New York,1027,2024-12-24 12:20:03
300.74,Conakry,1012,2024-12-24 12:20:03
297.22,Dakar,1014,2024-12-24 12:20:03
282.14,Toulouse,1029,2024-12-24 12:19:03
284.11, Nantes,1030,2024-12-24 12:19:03
270.13, Grenoble,1026,2024-12-24 12:19:03
281.42, Marseille,1019,2024-12-24 12:19:03
276.96, Lyon,1029,2024-12-24 12:19:03
264.68,Montreal,1023,2024-12-24 12:19:03
272.43,New York,1027,2024-12-24 12:19:03
300.74,Conakry,1012,2024-12-24 12:19:03
297.22,Dakar,1014,2024-12-24 12:19:03
282.14,Toulouse,1029,2024-12-24 12:18:03
284.11, Nantes,1030,2024-12-24 12:18:03
270.13, Grenoble,1026,2024-12-24 12:18:03
281.42, Marseille,1019,2024-12-24 12:18:03
276.96, Lyon,1029,2024-12-24 12:18:03
264.68,Montreal,1023,2024-12-24 12:18:03
272.43,New York,1027,2024-12-24 12:18:03
300.74,Conakry,1012,2024-12-24 12:18:03
297.22,Dakar,1014,2024-12-24 12:18:03
282.14,Toulouse,1029,2024-12-24 12:17:03
284.11, Nantes,1030,2024-12-24 12:17:03
270.13, Grenoble,1026,2024-12-24 12:17:03
281.42, Marseille,1019,2024-12-24 12:17:03
276.96, Lyon,1029,2024-12-24 12:17:03
264.68,Montreal,1023,2024-12-24 12:17:03
272.43,New York,1027,2024-12-24 12:17:03
305.19,Conakry,1012,2024-12-24 12:17:03
297.22,Dakar,1014,2024-12-24 12:17:03
282.14,Toulouse,1029,2024-12-24 12:16:03
284.11, Nantes,1030,2024-12-24 12:16:03
270.13, Grenoble,1026,2024-12-24 12:16:03
281.42, Marseille,1019,2024-12-24 12:16:03
276.96, Lyon,1029,2024-12-24 12:16:03
264.68,Montreal,1023,2024-12-24 12:16:03
272.29,New York,1026,2024-12-24 12:16:03
305.19,Conakry,1012,2024-12-24 12:16:03
297.22,Dakar,1014,2024-12-24 12:16:03
282.14,Toulouse,1029,2024-12-24 12:15:03
284.11, Nantes,1030,2024-12-24 12:15:03
270.13, Grenoble,1026,2024-12-24 12:15:03
281.42, Marseille,1019,2024-12-24 12:15:03
276.96, Lyon,1029,2024-12-24 12:15:03
264.68,Montreal,1023,2024-12-24 12:15:03
272.43,New York,1027,2024-12-24 12:15:03
300.74,Conakry,1012,2024-12-24 12:15:03
297.22,Dakar,1014,2024-12-24 12:15:03
282.14,Toulouse,1029,2024-12-24 12:14:03
284.11, Nantes,1030,2024-12-24 12:14:03
270.13, Grenoble,1026,2024-12-24 12:14:03
281.42, Marseille,1019,2024-12-24 12:14:03
276.96, Lyon,1029,2024-12-24 12:14:03
264.68,Montreal,1023,2024-12-24 12:14:03
272.43,New York,1027,2024-12-24 12:14:03
300.74,Conakry,1012,2024-12-24 12:14:03
297.22,Dakar,1014,2024-12-24 12:14:03
282.14,Toulouse,1029,2024-12-24 12:13:03
284.11, Nantes,1030,2024-12-24 12:13:03
270.13, Grenoble,1026,2024-12-24 12:13:03
281.42, Marseille,1019,2024-12-24 12:13:03
276.96, Lyon,1029,2024-12-24 12:13:03
264.61,Montreal,1023,2024-12-24 12:13:03
272.43,New York,1027,2024-12-24 12:13:03
300.74,Conakry,1012,2024-12-24 12:13:03
295.85,Dakar,1014,2024-12-24 12:13:03
282.14,Toulouse,1029,2024-12-24 12:12:04
284.11, Nantes,1030,2024-12-24 12:12:04
270.13, Grenoble,1026,2024-12-24 12:12:04
281.42, Marseille,1019,2024-12-24 12:12:04
276.96, Lyon,1029,2024-12-24 12:12:04
264.61,Montreal,1023,2024-12-24 12:12:04
272.43,New York,1027,2024-12-24 12:12:04
300.74,Conakry,1012,2024-12-24 12:12:04
295.85,Dakar,1014,2024-12-24 12:12:04
282.14,Toulouse,1029,2024-12-24 12:11:04
284.11, Nantes,1030,2024-12-24 12:11:04
270.13, Grenoble,1026,2024-12-24 12:11:04
281.42, Marseille,1019,2024-12-24 12:11:04
276.96, Lyon,1029,2024-12-24 12:11:04
264.61,Montreal,1023,2024-12-24 12:11:04
272.33,New York,1026,2024-12-24 12:11:04
300.74,Conakry,1012,2024-12-24 12:11:04
295.85,Dakar,1014,2024-12-24 12:11:04
282.14,Toulouse,1029,2024-12-24 12:10:04
284.11, Nantes,1030,2024-12-24 12:10:04
270.13, Grenoble,1026,2024-12-24 12:10:04
281.42, Marseille,1019,2024-12-24 12:10:04
276.78, Lyon,1029,2024-12-24 12:10:04
264.68,Montreal,1023,2024-12-24 12:10:04
272.43,New York,1027,2024-12-24 12:10:04
300.74,Conakry,1012,2024-12-24 12:10:04
295.85,Dakar,1014,2024-12-24 12:10:04
282.14,Toulouse,1029,2024-12-24 12:09:04
284.11, Nantes,1030,2024-12-24 12:09:04
270.13, Grenoble,1026,2024-12-24 12:09:04
281.42, Marseille,1019,2024-12-24 12:09:04
276.78, Lyon,1029,2024-12-24 12:09:04
264.68,Montreal,1023,2024-12-24 12:09:04
272.33,New York,1026,2024-12-24 12:09:04
300.74,Conakry,1012,2024-12-24 12:09:04
295.85,Dakar,1014,2024-12-24 12:09:04
282.14,Toulouse,1029,2024-12-24 12:08:03
284.11, Nantes,1030,2024-12-24 12:08:03
270.13, Grenoble,1026,2024-12-24 12:08:03
281.42, Marseille,1019,2024-12-24 12:08:03
276.59, Lyon,1029,2024-12-24 12:08:03
264.68,Montreal,1023,2024-12-24 12:08:03
272.29,New York,1026,2024-12-24 12:08:03
304.19,Conakry,1012,2024-12-24 12:08:03
297.22,Dakar,1014,2024-12-24 12:08:03
282.14,Toulouse,1029,2024-12-24 12:07:03
284.11, Nantes,1030,2024-12-24 12:07:03
270.13, Grenoble,1026,2024-12-24 12:07:03
281.42, Marseille,1019,2024-12-24 12:07:03
276.59, Lyon,1029,2024-12-24 12:07:03
264.68,Montreal,1023,2024-12-24 12:07:03
272.32,New York,1026,2024-12-24 12:07:03
304.19,Conakry,1012,2024-12-24 12:07:03
297.22,Dakar,1014,2024-12-24 12:07:03
282.14,Toulouse,1029,2024-12-24 12:06:03
284.11, Nantes,1030,2024-12-24 12:06:03
270.13, Grenoble,1026,2024-12-24 12:06:03
281.42, Marseille,1019,2024-12-24 12:06:03
276.59, Lyon,1029,2024-12-24 12:06:03
264.68,Montreal,1023,2024-12-24 12:06:03
272.32,New York,1026,2024-12-24 12:06:03
304.19,Conakry,1012,2024-12-24 12:06:03
297.22,Dakar,1014,2024-12-24 12:06:03
282.14,Toulouse,1029,2024-12-24 12:05:03
284.11, Nantes,1030,2024-12-24 12:05:03
270.13, Grenoble,1026,2024-12-24 12:05:03
281.42, Marseille,1019,2024-12-24 12:05:03
276.59, Lyon,1029,2024-12-24 12:05:03
264.68,Montreal,1023,2024-12-24 12:05:03
272.32,New York,1026,2024-12-24 12:05:03
304.19,Conakry,1012,2024-12-24 12:05:03
297.22,Dakar,1014,2024-12-24 12:05:03
282.14,Toulouse,1029,2024-12-24 12:04:03
284.11, Nantes,1030,2024-12-24 12:04:03
270.13, Grenoble,1026,2024-12-24 12:04:03
281.42, Marseille,1019,2024-12-24 12:04:03
276.59, Lyon,1029,2024-12-24 12:04:03
264.68,Montreal,1023,2024-12-24 12:04:03
272.32,New York,1026,2024-12-24 12:04:03
304.19,Conakry,1012,2024-12-24 12:04:03
297.22,Dakar,1014,2024-12-24 12:04:03
282.14,Toulouse,1029,2024-12-24 12:03:03
284.11, Nantes,1030,2024-12-24 12:03:03
270.13, Grenoble,1026,2024-12-24 12:03:03
281.42, Marseille,1019,2024-12-24 12:03:03
276.59, Lyon,1029,2024-12-24 12:03:03
264.68,Montreal,1023,2024-12-24 12:03:03
272.32,New York,1026,2024-12-24 12:03:03
304.19,Conakry,1012,2024-12-24 12:03:03
297.22,Dakar,1014,2024-12-24 12:03:03
282.14,Toulouse,1029,2024-12-24 12:02:03
284.11, Nantes,1030,2024-12-24 12:02:03
270.13, Grenoble,1026,2024-12-24 12:02:03
281.42, Marseille,1019,2024-12-24 12:02:03
276.59, Lyon,1029,2024-12-24 12:02:03
264.68,Montreal,1023,2024-12-24 12:02:03
272.33,New York,1026,2024-12-24 12:02:03
304.19,Conakry,1012,2024-12-24 12:02:03
297.22,Dakar,1014,2024-12-24 12:02:03
282.14,Toulouse,1029,2024-12-24 12:01:03
284.11, Nantes,1030,2024-12-24 12:01:03
270.13, Grenoble,1026,2024-12-24 12:01:03
281.42, Marseille,1019,2024-12-24 12:01:03
276.59, Lyon,1029,2024-12-24 12:01:03
264.68,Montreal,1023,2024-12-24 12:01:03
272.33,New York,1026,2024-12-24 12:01:03
304.19,Conakry,1012,2024-12-24 12:01:03
297.22,Dakar,1014,2024-12-24 12:01:03
282.14,Toulouse,1029,2024-12-24 12:00:03
284.11, Nantes,1030,2024-12-24 12:00:03
270.13, Grenoble,1026,2024-12-24 12:00:03
281.42, Marseille,1019,2024-12-24 12:00:03
276.59, Lyon,1029,2024-12-24 12:00:03
264.68,Montreal,1023,2024-12-24 12:00:03
272.32,New York,1026,2024-12-24 12:00:03
304.19,Conakry,1012,2024-12-24 12:00:03
297.22,Dakar,1014,2024-12-24 12:00:03
282.14,Toulouse,1029,2024-12-24 11:59:04
284.11, Nantes,1030,2024-12-24 11:59:04
270.13, Grenoble,1026,2024-12-24 11:59:04
281.42, Marseille,1019,2024-12-24 11:59:04
276.59, Lyon,1029,2024-12-24 11:59:04
264.68,Montreal,1023,2024-12-24 11:59:04
272.32,New York,1026,2024-12-24 11:59:04
304.19,Conakry,1012,2024-12-24 11:59:04
297.22,Dakar,1014,2024-12-24 11:59:04
282.14,Toulouse,1029,2024-12-24 11:58:04
284.11, Nantes,1030,2024-12-24 11:58:04
270.13, Grenoble,1026,2024-12-24 11:58:04
281.42, Marseille,1019,2024-12-24 11:58:04
276.6, Lyon,1029,2024-12-24 11:58:04
264.65,Montreal,1023,2024-12-24 11:58:04
272.32,New York,1026,2024-12-24 11:58:04
304.19,Conakry,1012,2024-12-24 11:58:04
297.22,Dakar,1014,2024-12-24 11:58:04
282.14,Toulouse,1029,2024-12-24 11:57:03
284.11, Nantes,1030,2024-12-24 11:57:03
270.13, Grenoble,1026,2024-12-24 11:57:03
281.42, Marseille,1019,2024-12-24 11:57:03
276.6, Lyon,1029,2024-12-24 11:57:03
264.65,Montreal,1023,2024-12-24 11:57:03
272.26,New York,1026,2024-12-24 11:57:03
304.19,Conakry,1012,2024-12-24 11:57:03
297.22,Dakar,1014,2024-12-24 11:57:03
282.14,Toulouse,1029,2024-12-24 11:56:04
284.11, Nantes,1030,2024-12-24 11:56:04
270.13, Grenoble,1026,2024-12-24 11:56:04
281.42, Marseille,1019,2024-12-24 11:56:04
276.6, Lyon,1029,2024-12-24 11:56:04
264.65,Montreal,1023,2024-12-24 11:56:04
272.26,New York,1026,2024-12-24 11:56:04
304.19,Conakry,1012,2024-12-24 11:56:04
297.22,Dakar,1014,2024-12-24 11:56:04
282.14,Toulouse,1029,2024-12-24 11:55:03
284.11, Nantes,1030,2024-12-24 11:55:03
270.13, Grenoble,1026,2024-12-24 11:55:03
281.42, Marseille,1019,2024-12-24 11:55:03
276.6, Lyon,1029,2024-12-24 11:55:03
264.65,Montreal,1023,2024-12-24 11:55:03
272.26,New York,1026,2024-12-24 11:55:03
304.19,Conakry,1012,2024-12-24 11:55:03
297.22,Dakar,1014,2024-12-24 11:55:03
282.14,Toulouse,1029,2024-12-24 11:54:03
284.11, Nantes,1030,2024-12-24 11:54:03
270.13, Grenoble,1026,2024-12-24 11:54:03
281.42, Marseille,1019,2024-12-24 11:54:03
276.6, Lyon,1029,2024-12-24 11:54:03
264.65,Montreal,1023,2024-12-24 11:54:03
272.26,New York,1026,2024-12-24 11:54:03
304.19,Conakry,1012,2024-12-24 11:54:03
297.22,Dakar,1014,2024-12-24 11:54:03
282.14,Toulouse,1029,2024-12-24 11:53:04
284.11, Nantes,1030,2024-12-24 11:53:04
270.13, Grenoble,1026,2024-12-24 11:53:04
281.42, Marseille,1019,2024-12-24 11:53:04
276.6, Lyon,1029,2024-12-24 11:53:04
264.65,Montreal,1023,2024-12-24 11:53:04
272.25,New York,1026,2024-12-24 11:53:04
304.19,Conakry,1012,2024-12-24 11:53:04
297.22,Dakar,1014,2024-12-24 11:53:04
282.14,Toulouse,1029,2024-12-24 11:52:05
284.11, Nantes,1030,2024-12-24 11:52:05
270.13, Grenoble,1026,2024-12-24 11:52:05
281.42, Marseille,1019,2024-12-24 11:52:05
276.6, Lyon,1029,2024-12-24 11:52:05
264.65,Montreal,1023,2024-12-24 11:52:05
272.25,New York,1026,2024-12-24 11:52:05
304.19,Conakry,1012,2024-12-24 11:52:05
297.22,Dakar,1014,2024-12-24 11:52:05
282.14,Toulouse,1029,2024-12-24 11:51:03
284.11, Nantes,1030,2024-12-24 11:51:03
270.13, Grenoble,1026,2024-12-24 11:51:03
281.42, Marseille,1019,2024-12-24 11:51:03
276.6, Lyon,1029,2024-12-24 11:51:03
264.72,Montreal,1023,2024-12-24 11:51:03
272.25,New York,1026,2024-12-24 11:51:03
304.19,Conakry,1012,2024-12-24 11:51:03
297.22,Dakar,1014,2024-12-24 11:51:03
282.14,Toulouse,1029,2024-12-24 11:50:04
284.11, Nantes,1030,2024-12-24 11:50:04
270.13, Grenoble,1026,2024-12-24 11:50:04
281.42, Marseille,1019,2024-12-24 11:50:04
276.6, Lyon,1029,2024-12-24 11:50:04
264.72,Montreal,1023,2024-12-24 11:50:04
272.25,New York,1026,2024-12-24 11:50:04
304.19,Conakry,1012,2024-12-24 11:50:04
297.22,Dakar,1014,2024-12-24 11:50:04
282.14,Toulouse,1029,2024-12-24 11:49:03
284.11, Nantes,1030,2024-12-24 11:49:03
270.13, Grenoble,1026,2024-12-24 11:49:03
281.42, Marseille,1019,2024-12-24 11:49:03
276.6, Lyon,1029,2024-12-24 11:49:03
264.72,Montreal,1023,2024-12-24 11:49:03
272.25,New York,1026,2024-12-24 11:49:03
304.19,Conakry,1012,2024-12-24 11:49:03
297.22,Dakar,1014,2024-12-24 11:49:03
282.14,Toulouse,1029,2024-12-24 11:48:03
284.11, Nantes,1030,2024-12-24 11:48:03
270.13, Grenoble,1026,2024-12-24 11:48:03
281.42, Marseille,1019,2024-12-24 11:48:03
276.38, Lyon,1029,2024-12-24 11:48:03
264.72,Montreal,1023,2024-12-24 11:48:03
272.26,New York,1026,2024-12-24 11:48:03
304.19,Conakry,1012,2024-12-24 11:48:03
297.22,Dakar,1014,2024-12-24 11:48:03
282.14,Toulouse,1029,2024-12-24 11:47:06
284.11, Nantes,1030,2024-12-24 11:47:06
270.13, Grenoble,1026,2024-12-24 11:47:06
281.42, Marseille,1019,2024-12-24 11:47:06
276.38, Lyon,1029,2024-12-24 11:47:06
264.72,Montreal,1023,2024-12-24 11:47:06
272.26,New York,1026,2024-12-24 11:47:06
304.19,Conakry,1012,2024-12-24 11:47:06
297.22,Dakar,1014,2024-12-24 11:47:06
282.14,Toulouse,1029,2024-12-24 11:46:17
284.11, Nantes,1030,2024-12-24 11:46:17
270.13, Grenoble,1026,2024-12-24 11:46:17
281.42, Marseille,1019,2024-12-24 11:46:17
276.39, Lyon,1029,2024-12-24 11:46:17
264.72,Montreal,1023,2024-12-24 11:46:17
272.25,New York,1026,2024-12-24 11:46:17
304.19,Conakry,1012,2024-12-24 11:46:17
297.22,Dakar,1014,2024-12-24 11:46:17
282.14,Toulouse,1029,2024-12-24 11:43:03
284.11, Nantes,1030,2024-12-24 11:43:03
270.13, Grenoble,1026,2024-12-24 11:43:03
281.42, Marseille,1019,2024-12-24 11:43:03
276.39, Lyon,1029,2024-12-24 11:43:03
264.72,Montreal,1023,2024-12-24 11:43:03
272.25,New York,1026,2024-12-24 11:43:03
304.19,Conakry,1012,2024-12-24 11:43:03
297.22,Dakar,1014,2024-12-24 11:43:03
282.14,Toulouse,1029,2024-12-24 11:42:04
284.11, Nantes,1030,2024-12-24 11:42:04
270.13, Grenoble,1026,2024-12-24 11:42:04
281.42, Marseille,1019,2024-12-24 11:42:04
276.38, Lyon,1029,2024-12-24 11:42:04
264.75,Montreal,1023,2024-12-24 11:42:04
272.25,New York,1026,2024-12-24 11:42:04
304.19,Conakry,1012,2024-12-24 11:42:04
297.22,Dakar,1014,2024-12-24 11:42:04
282.14,Toulouse,1029,2024-12-24 11:41:04
284.11, Nantes,1030,2024-12-24 11:41:04
270.13, Grenoble,1026,2024-12-24 11:41:04
281.42, Marseille,1019,2024-12-24 11:41:04
276.38, Lyon,1029,2024-12-24 11:41:04
264.75,Montreal,1023,2024-12-24 11:41:04
272.25,New York,1026,2024-12-24 11:41:04
304.19,Conakry,1012,2024-12-24 11:41:04
297.22,Dakar,1014,2024-12-24 11:41:04
282.14,Toulouse,1029,2024-12-24 11:40:04
284.11, Nantes,1030,2024-12-24 11:40:04
270.13, Grenoble,1026,2024-12-24 11:40:04
281.42, Marseille,1019,2024-12-24 11:40:04
276.38, Lyon,1029,2024-12-24 11:40:04
264.75,Montreal,1023,2024-12-24 11:40:04
272.25,New York,1026,2024-12-24 11:40:04
304.19,Conakry,1012,2024-12-24 11:40:04
297.22,Dakar,1014,2024-12-24 11:40:04
282.14,Toulouse,1029,2024-12-24 11:39:03
284.11, Nantes,1030,2024-12-24 11:39:03
270.13, Grenoble,1026,2024-12-24 11:39:03
281.42, Marseille,1019,2024-12-24 11:39:03
276.38, Lyon,1029,2024-12-24 11:39:03
264.75,Montreal,1023,2024-12-24 11:39:03
272.25,New York,1026,2024-12-24 11:39:03
304.19,Conakry,1012,2024-12-24 11:39:03
297.22,Dakar,1014,2024-12-24 11:39:03
282.14,Toulouse,1029,2024-12-24 11:38:04
284.11, Nantes,1030,2024-12-24 11:38:04
270.13, Grenoble,1026,2024-12-24 11:38:04
281.42, Marseille,1019,2024-12-24 11:38:04
276.38, Lyon,1029,2024-12-24 11:38:04
264.75,Montreal,1023,2024-12-24 11:38:04
272.25,New York,1026,2024-12-24 11:38:04
304.19,Conakry,1012,2024-12-24 11:38:04
297.22,Dakar,1014,2024-12-24 11:38:04
282.14,Toulouse,1029,2024-12-24 11:37:04
284.11, Nantes,1030,2024-12-24 11:37:04
270.13, Grenoble,1026,2024-12-24 11:37:04
280.98, Marseille,1019,2024-12-24 11:37:04
276.32, Lyon,1029,2024-12-24 11:37:04
264.92,Montreal,1022,2024-12-24 11:37:04
272.17,New York,1026,2024-12-24 11:37:04
304.19,Conakry,1012,2024-12-24 11:37:04
297.22,Dakar,1015,2024-12-24 11:37:04
282.14,Toulouse,1029,2024-12-24 11:36:04
284.11, Nantes,1030,2024-12-24 11:36:04
270.13, Grenoble,1026,2024-12-24 11:36:04
281.42, Marseille,1019,2024-12-24 11:36:04
276.32, Lyon,1029,2024-12-24 11:36:04
264.92,Montreal,1023,2024-12-24 11:36:04
272.24,New York,1026,2024-12-24 11:36:04
304.19,Conakry,1012,2024-12-24 11:36:04
297.22,Dakar,1015,2024-12-24 11:36:04
282.14,Toulouse,1029,2024-12-24 11:35:03
284.11, Nantes,1030,2024-12-24 11:35:03
270.13, Grenoble,1026,2024-12-24 11:35:03
281.42, Marseille,1019,2024-12-24 11:35:03
276.32, Lyon,1029,2024-12-24 11:35:03
264.92,Montreal,1023,2024-12-24 11:35:03
272.24,New York,1026,2024-12-24 11:35:03
304.19,Conakry,1012,2024-12-24 11:35:03
297.22,Dakar,1015,2024-12-24 11:35:03
282.14,Toulouse,1029,2024-12-24 11:34:11
284.11, Nantes,1030,2024-12-24 11:34:11
270.13, Grenoble,1026,2024-12-24 11:34:11
281.42, Marseille,1019,2024-12-24 11:34:11
276.32, Lyon,1029,2024-12-24 11:34:11
264.92,Montreal,1023,2024-12-24 11:34:11
272.24,New York,1026,2024-12-24 11:34:11
304.19,Conakry,1012,2024-12-24 11:34:11
297.22,Dakar,1015,2024-12-24 11:34:11
282.14,Toulouse,1029,2024-12-24 11:34:03
284.11, Nantes,1030,2024-12-24 11:34:03
270.13, Grenoble,1026,2024-12-24 11:34:03
281.42, Marseille,1019,2024-12-24 11:34:03
276.32, Lyon,1029,2024-12-24 11:34:03
264.92,Montreal,1023,2024-12-24 11:34:03
272.24,New York,1026,2024-12-24 11:34:03
304.19,Conakry,1012,2024-12-24 11:34:03
297.22,Dakar,1015,2024-12-24 11:34:03
282.14,Toulouse,1029,2024-12-24 11:33:04
284.11, Nantes,1030,2024-12-24 11:33:04
270.13, Grenoble,1026,2024-12-24 11:33:04
281.42, Marseille,1019,2024-12-24 11:33:04
276.32, Lyon,1029,2024-12-24 11:33:04
264.92,Montreal,1023,2024-12-24 11:33:04
272.24,New York,1026,2024-12-24 11:33:04
304.19,Conakry,1012,2024-12-24 11:33:04
297.22,Dakar,1015,2024-12-24 11:33:04
282.14,Toulouse,1029,2024-12-24 11:32:04
284.11, Nantes,1030,2024-12-24 11:32:04
270.13, Grenoble,1026,2024-12-24 11:32:04
281.42, Marseille,1019,2024-12-24 11:32:04
276.32, Lyon,1029,2024-12-24 11:32:04
264.92,Montreal,1023,2024-12-24 11:32:04
272.2,New York,1026,2024-12-24 11:32:04
304.19,Conakry,1012,2024-12-24 11:32:04
297.22,Dakar,1015,2024-12-24 11:32:04
282.14,Toulouse,1029,2024-12-24 11:31:04
284.11, Nantes,1030,2024-12-24 11:31:04
270.13, Grenoble,1026,2024-12-24 11:31:04
280.98, Marseille,1019,2024-12-24 11:31:04
276.32, Lyon,1029,2024-12-24 11:31:04
264.92,Montreal,1022,2024-12-24 11:31:04
272.17,New York,1026,2024-12-24 11:31:04
304.19,Conakry,1012,2024-12-24 11:31:04
297.22,Dakar,1015,2024-12-24 11:31:04
282.14,Toulouse,1029,2024-12-24 11:30:03
284.11, Nantes,1030,2024-12-24 11:30:03
270.13, Grenoble,1026,2024-12-24 11:30:03
280.98, Marseille,1019,2024-12-24 11:30:03
276.32, Lyon,1029,2024-12-24 11:30:03
264.92,Montreal,1022,2024-12-24 11:30:03
272.2,New York,1026,2024-12-24 11:30:03
304.19,Conakry,1012,2024-12-24 11:30:03
297.22,Dakar,1015,2024-12-24 11:30:03
282.14,Toulouse,1029,2024-12-24 11:29:04
284.11, Nantes,1030,2024-12-24 11:29:04
270.13, Grenoble,1026,2024-12-24 11:29:04
280.98, Marseille,1019,2024-12-24 11:29:04
276.32, Lyon,1029,2024-12-24 11:29:04
264.92,Montreal,1022,2024-12-24 11:29:04
272.2,New York,1026,2024-12-24 11:29:04
304.19,Conakry,1012,2024-12-24 11:29:04
297.22,Dakar,1015,2024-12-24 11:29:04
282.14,Toulouse,1029,2024-12-24 11:28:03
284.11, Nantes,1030,2024-12-24 11:28:03
270.13, Grenoble,1026,2024-12-24 11:28:03
280.98, Marseille,1019,2024-12-24 11:28:03
276.33, Lyon,1029,2024-12-24 11:28:03
264.93,Montreal,1022,2024-12-24 11:28:03
272.2,New York,1026,2024-12-24 11:28:03
304.19,Conakry,1012,2024-12-24 11:28:03
297.22,Dakar,1015,2024-12-24 11:28:03
282.14,Toulouse,1029,2024-12-24 11:27:03
284.11, Nantes,1030,2024-12-24 11:27:03
270.13, Grenoble,1026,2024-12-24 11:27:03
280.98, Marseille,1019,2024-12-24 11:27:03
276.33, Lyon,1029,2024-12-24 11:27:03
264.93,Montreal,1022,2024-12-24 11:27:03
272.2,New York,1026,2024-12-24 11:27:03
304.19,Conakry,1012,2024-12-24 11:27:03
297.22,Dakar,1015,2024-12-24 11:27:03
282.14,Toulouse,1029,2024-12-24 11:26:03
284.11, Nantes,1030,2024-12-24 11:26:03
270.13, Grenoble,1026,2024-12-24 11:26:03
280.98, Marseille,1019,2024-12-24 11:26:03
276.33, Lyon,1029,2024-12-24 11:26:03
264.93,Montreal,1022,2024-12-24 11:26:03
272.2,New York,1026,2024-12-24 11:26:03
304.19,Conakry,1012,2024-12-24 11:26:03
297.22,Dakar,1015,2024-12-24 11:26:03
282.14,Toulouse,1029,2024-12-24 11:25:03
284.11, Nantes,1030,2024-12-24 11:25:03
270.13, Grenoble,1026,2024-12-24 11:25:03
280.98, Marseille,1019,2024-12-24 11:25:03
276.33, Lyon,1029,2024-12-24 11:25:03
264.93,Montreal,1022,2024-12-24 11:25:03
272.2,New York,1026,2024-12-24 11:25:03
304.19,Conakry,1012,2024-12-24 11:25:03
297.22,Dakar,1015,2024-12-24 11:25:03
282.14,Toulouse,1029,2024-12-24 11:24:03
284.11, Nantes,1030,2024-12-24 11:24:03
